股票代码,股票名称,行业,模型,当前标签,当前分数,风险调整后分数,PE,PB,股息率,ROE,FCF收益率,市值,资金信号,资金来源,金融模型状态,周期归一化状态,normalized PE,normalized FCF收益率,周期字段缺口,周期下一步必查,便宜原因,风险信号,数据缺口
601166.SH,兴业银行,银行,金融企业,行业模型待补,14.0,14.0,4.98,0.46,5.85%,10.68%,165.94%,3857.99亿元,弱信号,策略ETF弱信号,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；高股息；金融股低估值需用专属资产质量指标复核,ROE下滑；金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；ROE连续下滑；金融企业ROE下滑；行业专属数据不足；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
601668.SH,中国建筑,建筑工程,周期公用事业,行业模型待补,14.0,14.0,5.17,0.40,5.72%,12.38%,-2.90%,1962.72亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；高股息；周期/类公用事业需用归一化利润复核,ROE下滑；资产负债率偏高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核订单质量、回款、应收账款和地产/基建周期。；ROE连续下滑；扣非净利润5年CAGR为负；存在价值陷阱信号；资产负债率偏高；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
000001.SZ,平安银行,银行,金融企业,行业模型待补,14.0,14.0,4.98,0.46,5.39%,9.63%,145.82%,2146.29亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；高股息；金融股低估值需用专属资产质量指标复核,ROE下滑；金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；ROE连续下滑；金融企业ROE下滑；行业专属数据不足；营收5年CAGR为负；存在价值陷阱信号；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
600023.SH,浙能电力,火力发电,周期公用事业,行业模型待补,14.0,14.0,11.16,1.07,5.52%,5.39%,5.13%,825.98亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；高股息；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核煤电价差、容量电价、利用小时和政策定价。；当前利润显著高于5年均值；ROE偏低或缺失；存在价值陷阱信号；ROE偏低，需验证盈利质量和资本回报可持续性；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
601658.SH,邮储银行,银行,金融企业,行业模型待补,14.0,14.0,6.98,0.59,2.41%,9.46%,64.90%,6136.86亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；金融股低估值需用专属资产质量指标复核,ROE下滑；金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；ROE连续下滑；金融企业ROE下滑；行业专属数据不足；存在价值陷阱信号；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
002532.SZ,天山铝业,铝,周期公用事业,行业模型待补,14.0,14.0,10.47,2.00,4.03%,14.98%,10.42%,625.81亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；高股息；周期/类公用事业需用归一化利润复核,ROE下滑；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核铝价、电力成本、氧化铝成本和产能周期。；ROE连续下滑；存在价值陷阱信号；金属周期需复核商品价格、库存、成本曲线、产能约束和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
000932.SZ,华菱钢铁,普钢,周期公用事业,行业模型待补,14.0,14.0,11.74,0.47,2.60%,11.25%,1.66%,263.83亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核钢价周期、产能利用率、原料价差和环保限产。；营收5年CAGR为负；扣非净利润5年CAGR为负；金属周期需复核商品价格、库存、成本曲线、产能约束和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
601333.SH,广深铁路,铁路,周期公用事业,行业模型待补,14.0,14.0,13.92,0.74,2.32%,0.42%,12.97%,213.92亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核政策定价、资本开支、现金流稳定性和分红约束。；当前利润显著高于5年均值；ROE偏低或缺失；存在价值陷阱信号；ROE偏低，需验证盈利质量和资本回报可持续性；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
601988.SH,中国银行,银行,金融企业,行业模型待补,14.0,14.0,8.05,0.72,1.78%,9.22%,38.52%,19751.62亿元,弱信号,策略ETF弱信号,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；金融股低估值需用专属资产质量指标复核,ROE下滑；金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；ROE连续下滑；金融企业ROE下滑；行业专属数据不足；存在价值陷阱信号；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
603167.SH,渤海轮渡,水运,周期公用事业,行业模型待补,14.0,14.0,17.19,1.21,8.77%,6.37%,11.12%,42.79亿元,未接入/无明显信号,无,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PB；高股息；周期/类公用事业需用归一化利润复核,分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核运价周期、船队供给和资本开支。；ROE偏低或缺失；分红支付率过高；ROE偏低，需验证盈利质量和资本回报可持续性；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
600595.SH,中孚实业,铝,周期公用事业,行业模型待补,14.0,14.0,12.20,1.50,2.60%,9.27%,2.41%,269.33亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核铝价、电力成本、氧化铝成本和产能周期。；当前利润显著高于5年均值；存在价值陷阱信号；金属周期需复核商品价格、库存、成本曲线、产能约束和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
601628.SH,中国人寿,保险,金融企业,行业模型待补,14.0,14.0,7.13,1.73,1.88%,14.53%,44.25%,10325.10亿元,弱信号,机构调研弱信号,保险专属模型待补,非周期模型不适用,,,,,低PE；低PB；金融股低估值需用专属资产质量指标复核,金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；行业专属数据不足；营收5年CAGR为负；保险模型待补：需补内含价值、新业务价值、投资收益率、偿付能力、负债成本。,金融股专属指标未接入
601187.SH,厦门银行,银行,金融企业,行业模型待补,13.5,13.5,7.91,0.78,3.73%,9.47%,-6.90%,212.19亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；金融股低估值需用专属资产质量指标复核,ROE下滑；金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；ROE连续下滑；金融企业ROE下滑；行业专属数据不足；存在价值陷阱信号；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
601139.SH,深圳燃气,供气供热,周期公用事业,行业模型待补,13.5,13.5,12.59,1.10,2.54%,9.93%,6.70%,181.52亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,ROE下滑；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核政策定价、资本开支、现金流稳定性和分红约束。；ROE连续下滑；存在价值陷阱信号；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
600269.SH,赣粤高速,路桥,周期公用事业,行业模型待补,13.5,13.5,8.69,0.50,-,6.06%,13.13%,97.85亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核收费政策、车流量、资本开支和分红稳定性。；ROE偏低或缺失；营收5年CAGR为负；ROE偏低，需验证盈利质量和资本回报可持续性；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
